date,county_fips,county_name,param,arithmetic_mean,observation_count,units_of_measure,site_num
2022-01-05,36005,bronx,pm25,7.7,1,Micrograms/cubic meter (LC),0110
2022-01-08,36005,bronx,pm25,4.8,1,Micrograms/cubic meter (LC),0110
2022-01-11,36005,bronx,pm25,4.9,1,Micrograms/cubic meter (LC),0110
2022-01-14,36005,bronx,pm25,10.9,1,Micrograms/cubic meter (LC),0110
2022-01-17,36005,bronx,pm25,4.5,1,Micrograms/cubic meter (LC),0110
2022-01-20,36005,bronx,pm25,7.2,1,Micrograms/cubic meter (LC),0110
2022-01-23,36005,bronx,pm25,12.2,1,Micrograms/cubic meter (LC),0110
2022-01-26,36005,bronx,pm25,3.8,1,Micrograms/cubic meter (LC),0110
2022-02-04,36005,bronx,pm25,3.8,1,Micrograms/cubic meter (LC),0110
2022-02-07,36005,bronx,pm25,10.1,1,Micrograms/cubic meter (LC),0110
2022-02-10,36005,bronx,pm25,10.4,1,Micrograms/cubic meter (LC),0110
2022-02-13,36005,bronx,pm25,4.7,1,Micrograms/cubic meter (LC),0110
2022-02-16,36005,bronx,pm25,9.9,1,Micrograms/cubic meter (LC),0110
2022-02-19,36005,bronx,pm25,4.6,1,Micrograms/cubic meter (LC),0110
2022-02-22,36005,bronx,pm25,12.5,1,Micrograms/cubic meter (LC),0110
2022-03-03,36005,bronx,pm25,6.1,1,Micrograms/cubic meter (LC),0110
2022-03-12,36005,bronx,pm25,5.1,1,Micrograms/cubic meter (LC),0110
2022-03-15,36005,bronx,pm25,8.7,1,Micrograms/cubic meter (LC),0110
2022-03-18,36005,bronx,pm25,10.5,1,Micrograms/cubic meter (LC),0110
2022-03-21,36005,bronx,pm25,2.7,1,Micrograms/cubic meter (LC),0110
2022-03-24,36005,bronx,pm25,3.0,1,Micrograms/cubic meter (LC),0110
2022-03-30,36005,bronx,pm25,5.5,1,Micrograms/cubic meter (LC),0110
2022-04-02,36005,bronx,pm25,2.8,1,Micrograms/cubic meter (LC),0110
2022-04-05,36005,bronx,pm25,6.8,1,Micrograms/cubic meter (LC),0110
