date,county_fips,county_name,param,arithmetic_mean,observation_count,units_of_measure,site_num
2022-01-01,36081,queens,no2,16.833333,24,Parts per billion,0124
2022-01-02,36081,queens,no2,13.4,24,Parts per billion,0124
2022-01-03,36081,queens,no2,9.045833,24,Parts per billion,0124
2022-01-04,36081,queens,no2,22.016667,24,Parts per billion,0124
2022-01-05,36081,queens,no2,27.8875,24,Parts per billion,0124
2022-01-06,36081,queens,no2,18.083333,24,Parts per billion,0124
2022-01-07,36081,queens,no2,12.340909,22,Parts per billion,0124
2022-01-08,36081,queens,no2,17.641667,24,Parts per billion,0124
2022-01-09,36081,queens,no2,16.420833,24,Parts per billion,0124
2022-01-10,36081,queens,no2,11.120833,24,Parts per billion,0124
2022-01-11,36081,queens,no2,15.170833,24,Parts per billion,0124
2022-01-12,36081,queens,no2,25.566667,24,Parts per billion,0124
2022-01-13,36081,queens,no2,40.855,20,Parts per billion,0124
2022-01-14,36081,queens,no2,16.554167,24,Parts per billion,0124
2022-01-15,36081,queens,no2,12.133333,24,Parts per billion,0124
2022-01-16,36081,queens,no2,15.5375,24,Parts per billion,0124
2022-01-17,36081,queens,no2,10.045833,24,Parts per billion,0124
2022-01-18,36081,queens,no2,12.408333,24,Parts per billion,0124
2022-01-19,36081,queens,no2,23.683333,24,Parts per billion,0124
2022-01-20,36081,queens,no2,18.779167,24,Parts per billion,0124
2022-01-21,36081,queens,no2,8.676923,13,Parts per billion,0124
2022-01-24,36081,queens,no2,18.525,12,Parts per billion,0124
2022-01-25,36081,queens,no2,21.404167,24,Parts per billion,0124
2022-01-26,36081,queens,no2,13.429167,24,Parts per billion,0124
2022-01-27,36081,queens,no2,19.066667,24,Parts per billion,0124
2022-01-28,36081,queens,no2,23.826316,19,Parts per billion,0124
2022-01-29,36081,queens,no2,12.25,24,Parts per billion,0124
2022-01-30,36081,queens,no2,16.725,24,Parts per billion,0124
2022-01-31,36081,queens,no2,32.975,24,Parts per billion,0124
2022-02-01,36081,queens,no2,28.154167,24,Parts per billion,0124
2022-02-02,36081,queens,no2,31.379167,24,Parts per billion,0124
2022-02-03,36081,queens,no2,30.227273,22,Parts per billion,0124
2022-02-04,36081,queens,no2,16.870833,24,Parts per billion,0124
2022-02-05,36081,queens,no2,9.979167,24,Parts per billion,0124
2022-02-06,36081,queens,no2,14.383333,24,Parts per billion,0124
2022-02-07,36081,queens,no2,27.708333,24,Parts per billion,0124
2022-02-08,36081,queens,no2,20.204167,24,Parts per billion,0124
2022-02-09,36081,queens,no2,27.647368,19,Parts per billion,0124
2022-02-10,36081,queens,no2,26.604167,24,Parts per billion,0124
2022-02-11,36081,queens,no2,23.854167,24,Parts per billion,0124
2022-02-12,36081,queens,no2,15.275,24,Parts per billion,0124
2022-02-13,36081,queens,no2,8.979167,24,Parts per billion,0124
2022-02-14,36081,queens,no2,10.529167,24,Parts per billion,0124
2022-02-15,36081,queens,no2,18.05,24,Parts per billion,0124
2022-02-16,36081,queens,no2,23.05,24,Parts per billion,0124
2022-02-17,36081,queens,no2,14.616667,24,Parts per billion,0124
2022-02-18,36081,queens,no2,8.213636,22,Parts per billion,0124
2022-02-19,36081,queens,no2,13.0625,24,Parts per billion,0124
2022-02-20,36081,queens,no2,9.0625,24,Parts per billion,0124
2022-02-21,36081,queens,no2,25.954167,24,Parts per billion,0124
2022-02-22,36081,queens,no2,23.385,20,Parts per billion,0124
2022-02-23,36081,queens,no2,16.029167,24,Parts per billion,0124
2022-02-24,36081,queens,no2,8.8875,24,Parts per billion,0124
2022-02-25,36081,queens,no2,13.179167,24,Parts per billion,0124
2022-02-26,36081,queens,no2,9.341667,24,Parts per billion,0124
2022-02-27,36081,queens,no2,9.658333,24,Parts per billion,0124
2022-02-28,36081,queens,no2,13.883333,24,Parts per billion,0124
2022-03-01,36081,queens,no2,25.754167,24,Parts per billion,0124
2022-03-02,36081,queens,no2,15.616667,24,Parts per billion,0124
2022-03-03,36081,queens,no2,10.633333,24,Parts per billion,0124
2022-03-04,36081,queens,no2,16.770833,24,Parts per billion,0124
2022-03-05,36081,queens,no2,27.5,22,Parts per billion,0124
2022-03-06,36081,queens,no2,19.391667,24,Parts per billion,0124
2022-03-07,36081,queens,no2,13.491667,24,Parts per billion,0124
2022-03-08,36081,queens,no2,8.871429,21,Parts per billion,0124
